filepath,cusip,ticker,company_name,eps_actual,eps_forecast
/Users/vazea/Desktop/NNW/transcripts_by_company/MBIA_INC_2008Q1.txt,55262C10,MBI,MBIA INC,-3.01,0.3
/Users/vazea/Desktop/NNW/transcripts_by_company/CIGNA_HOLDING_CO_2016Q3.txt,12550910,CI,CIGNA HOLDING CO,1.94,1.88
/Users/vazea/Desktop/NNW/transcripts_by_company/APPLIED_MATERIALS_INC_2022Q2.txt,03822210,AMAT,APPLIED MATERIALS INC,1.85,1.9
/Users/vazea/Desktop/NNW/transcripts_by_company/BTU_INTERNATIONAL_2008Q1.txt,05603210,BTUI,BTU INTERNATIONAL,0.01,0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/FIRST_REPUBLIC_BANK_2019Q2.txt,33616C10,FRC,FIRST REPUBLIC BANK,1.24,1.28
/Users/vazea/Desktop/NNW/transcripts_by_company/BILL_BARRETT_CORP_2005Q4.txt,06846N10,BBG,BILL BARRETT CORP,1.07,1.17
/Users/vazea/Desktop/NNW/transcripts_by_company/SYSCO_CORP_2012Q4.txt,87182910,SYY,SYSCO CORP,1.93,1.93
/Users/vazea/Desktop/NNW/transcripts_by_company/ARRAY_BIOPHARMA_INC_2018Q4.txt,04269X10,ARRY,ARRAY BIOPHARMA INC,-0.74,-0.73
/Users/vazea/Desktop/NNW/transcripts_by_company/CAESARSTONE_LTD_2018Q4.txt,M2059810,CSTE,CAESARSTONE LTD,1.05,1.01
/Users/vazea/Desktop/NNW/transcripts_by_company/HYATT_HOTELS_CORP_2022Q4_1.txt,44857910,H,HYATT HOTELS CORP,3.28,1.17
/Users/vazea/Desktop/NNW/transcripts_by_company/ADAMAS_PHARMACEUTICALS_INC_2017Q3.txt,00548A10,ADMS,ADAMAS PHARMACEUTICALS INC,-1.04,-0.95
/Users/vazea/Desktop/NNW/transcripts_by_company/ARES_MANAGEMENT_LP_2018Q3.txt,04014Y10,ARES,ARES MANAGEMENT LP,0.3,0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/TRIUMPH_GROUP_INC_2020Q4.txt,89681810,TGI,TRIUMPH GROUP INC,2.71,2.4
/Users/vazea/Desktop/NNW/transcripts_by_company/DISCOVER_FINANCIAL_SERVICES_2011Q3.txt,25470910,DFS,DISCOVER FINANCIAL SERVICES,1.18,0.91
/Users/vazea/Desktop/NNW/transcripts_by_company/FULGENT_GENETICS_INC_2022Q3.txt,35966410,FLGT,FULGENT GENETICS INC,0.32,0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/KNIGHT_TRANSPORTATION_INC_2012Q3.txt,49906410,KNX,"KNIGHT TRANSPORTATION, INC.",0.21,0.22
/Users/vazea/Desktop/NNW/transcripts_by_company/GOODRX_HOLDINGS_INC_2022Q3.txt,38246G10,GDRX,GOODRX HOLDINGS INC,0.07,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/FRANKLIN_COVEY_CO_2012Q4.txt,35346910,FC,FRANKLIN COVEY CO,0.43,0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/ADVANCE_AUTO_PARTS_INC_2016Q1.txt,00751Y10,AAP,ADVANCE AUTO PARTS INC,2.51,2.67
/Users/vazea/Desktop/NNW/transcripts_by_company/ONE_STOP_SYSTEMS_INC_2019Q1.txt,68247W10,OSS,ONE STOP SYSTEMS INC,-0.03,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/EDWARDS_LIFESCIENCES_CORP_2006Q3.txt,28176E10,EW,EDWARDS LIFESCIENCES CORP,0.47,0.47
/Users/vazea/Desktop/NNW/transcripts_by_company/SEALED_AIR_CORPORATION_2022Q1.txt,81211K10,SEE,SEALED AIR CORPORATION,1.12,0.94
/Users/vazea/Desktop/NNW/transcripts_by_company/UPLAND_SOFTWARE_INC_2020Q4.txt,91544A10,UPLD,UPLAND SOFTWARE INC,2.46,2.3
/Users/vazea/Desktop/NNW/transcripts_by_company/WORLD_ACCEPTANCE_CORP_2004Q3.txt,98141910,WRLD,WORLD ACCEPTANCE CORP,0.23,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/ENOVA_INTERNATIONAL_INC_2020Q1.txt,29357K10,ENVA,ENOVA INTERNATIONAL INC,0.26,1.48
/Users/vazea/Desktop/NNW/transcripts_by_company/KOPIN_CORP_2014Q1.txt,50060010,KOPN,KOPIN CORP,-0.15,-0.15
/Users/vazea/Desktop/NNW/transcripts_by_company/THOMSON_REUTERS_CORP_2010Q3.txt,8849031X,TRI,THOMSON REUTERS CORP,0.49,0.44
/Users/vazea/Desktop/NNW/transcripts_by_company/CECO_ENVIRONMENTAL_CORP_2018Q4.txt,12514110,CECE,CECO ENVIRONMENTAL CORP,0.29,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/VISHAY_PRECISION_GROUP_INC_2021Q2.txt,92835K10,VPG,VISHAY PRECISION GROUP INC,0.49,0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/BENSON_HILL_INC_2023Q3.txt,08249010,BHIL,BENSON HILL INC,-0.09,-0.17
/Users/vazea/Desktop/NNW/transcripts_by_company/ALCATEL_LUCENT_SA_2010Q4.txt,01390430,ALU,ALCATEL LUCENT SA,-0.09,-0.16
/Users/vazea/Desktop/NNW/transcripts_by_company/NUSTAR_ENERGY_LP_2015Q3.txt,67058H10,NS,NUSTAR ENERGY LP,0.68,0.57
/Users/vazea/Desktop/NNW/transcripts_by_company/HEALTHEQUITY_INC_2016Q1.txt,42226A10,HQY,HEALTHEQUITY INC,0.1,0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/NRG_ENERGY_INC_2010Q1.txt,62937750,NRG,NRG ENERGY INC,0.22,0.3
/Users/vazea/Desktop/NNW/transcripts_by_company/ALEXANDRIA_REAL_ESTATE_EQUITIES_2017Q2.txt,01527110,ARE,ALEXANDRIA REAL ESTATE EQUITIES,0.35,0.45
/Users/vazea/Desktop/NNW/transcripts_by_company/MGM_RESORTS_INTERNATIONAL_2018Q3.txt,55295310,MGM,MGM RESORTS INTERNATIONAL,0.25,0.21
/Users/vazea/Desktop/NNW/transcripts_by_company/GMS_INC_2021Q2.txt,36251C10,GMS,GMS INC,0.93,0.92
/Users/vazea/Desktop/NNW/transcripts_by_company/FORIAN_INC_2022Q3_1.txt,34630N10,FORA,FORIAN INC,-0.16,-0.17
/Users/vazea/Desktop/NNW/transcripts_by_company/DELTA_AIR_LINES_INC_2012Q1.txt,24736170,DAL,DELTA AIR LINES INC,-0.05,-0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/INVESCO_LTD_2022Q3.txt,G491BT10,IVZ,INVESCO LTD,0.34,0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/VMWARE_INC_2015Q1.txt,92856340,VMW,VMWARE INC,0.86,0.84
/Users/vazea/Desktop/NNW/transcripts_by_company/EXAR_CORPORATION_2005Q3.txt,30064510,EXAR,EXAR CORPORATION,0.02,0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/IDACORP_INC_2022Q1.txt,45110710,IDA,IDACORP INC.,0.91,0.93
/Users/vazea/Desktop/NNW/transcripts_by_company/RCI_HOSPITALITY_HOLDINGS_INC_2018Q2.txt,74934Q10,RICK,RCI HOSPITALITY HOLDINGS INC,0.65,0.51
/Users/vazea/Desktop/NNW/transcripts_by_company/AVNET_INC_2002Q4.txt,05380710,AVT,AVNET INC,-0.19,-0.19
/Users/vazea/Desktop/NNW/transcripts_by_company/ALLEGIANT_TRAVEL_CO_2016Q3.txt,01748X10,ALGT,ALLEGIANT TRAVEL CO,2.75,2.65
/Users/vazea/Desktop/NNW/transcripts_by_company/PJT_PARTNERS_INC_2018Q4.txt,69343T10,PJT,PJT PARTNERS INC,1.91,2.08
/Users/vazea/Desktop/NNW/transcripts_by_company/CENTRAL_PACIFIC_FINANCIAL_CORP_2020Q3.txt,15476040,CPF,CENTRAL PACIFIC FINANCIAL CORP,0.24,0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/CHICOS_FAS_INC_2010Q2.txt,16861510,CHS,CHICO'S FAS INC,0.1,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/WARBY_PARKER_INC_2021Q4.txt,93403J10,WRBY,WARBY PARKER INC,-0.16,-1.23
/Users/vazea/Desktop/NNW/transcripts_by_company/CAE_INC_2020Q4.txt,1247651X,CAE,CAE INC,1.34,1.29
/Users/vazea/Desktop/NNW/transcripts_by_company/1800FLOWERSCOM_INC_2018Q4.txt,68243Q10,FLWS,1-800-FLOWERS.COM INC,0.44,0.61
/Users/vazea/Desktop/NNW/transcripts_by_company/51JOB_INC_2008Q3.txt,31682710,JOBS,51JOB INC,0.15,0.12
/Users/vazea/Desktop/NNW/transcripts_by_company/REEBOK_INTL_LTD_2005Q3.txt,75811010,RBK,REEBOK INTL LTD,1.87,1.28
/Users/vazea/Desktop/NNW/transcripts_by_company/BLACKBAUD_INC_2005Q3.txt,09227Q10,BLKB,BLACKBAUD INC,0.17,0.16
/Users/vazea/Desktop/NNW/transcripts_by_company/CINCINNATI_FINANCIAL_CORP_2008Q3.txt,17206210,CINF,CINCINNATI FINANCIAL CORP,0.45,0.49
/Users/vazea/Desktop/NNW/transcripts_by_company/TJX_COMPANIES_INC_2008Q3.txt,87254010,TJX,TJX COMPANIES INC,0.54,0.55
/Users/vazea/Desktop/NNW/transcripts_by_company/TENNANT_CO_2011Q4.txt,88034510,TNC,TENNANT CO,1.95,1.92
/Users/vazea/Desktop/NNW/transcripts_by_company/AMKOR_TECHNOLOGY_INC_2007Q1.txt,03165210,AMKR,AMKOR TECHNOLOGY INC,0.18,0.16
/Users/vazea/Desktop/NNW/transcripts_by_company/NISOURCE_INC_2008Q1.txt,65473P10,NI,NISOURCE INC,0.69,0.76
/Users/vazea/Desktop/NNW/transcripts_by_company/CHARLES_COLVARD_LTD_2007Q1.txt,15976510,CTHR,CHARLES & COLVARD LTD,0.02,0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/STANLEY_BLACK_DECKER_INC_2022Q4.txt,85450210,SWK,STANLEY BLACK & DECKER INC,4.62,4.4
/Users/vazea/Desktop/NNW/transcripts_by_company/TIMKEN_CO_2003Q2.txt,88738910,TKR,TIMKEN CO,0.18,0.25
/Users/vazea/Desktop/NNW/transcripts_by_company/NANOMETRICS_INC_2011Q3.txt,63007710,NANO,NANOMETRICS INC,0.32,0.3
/Users/vazea/Desktop/NNW/transcripts_by_company/INTEGRAL_AD_SCIENCE_HOLDING_CORP_2022Q2.txt,45828L10,IAS,INTEGRAL AD SCIENCE HOLDING CORP,0.01,0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/ENTRAVISION_COMMUNICATIONS_CORP_2012Q1.txt,29382R10,EVC,ENTRAVISION COMMUNICATIONS CORP,-0.04,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/NEOGEN_CORP_2014Q1.txt,64049110,NEOG,NEOGEN CORP,0.32,0.33
/Users/vazea/Desktop/NNW/transcripts_by_company/BROADCOM_CORP_2015Q1.txt,11132010,BRCM,BROADCOM CORP,0.64,0.6
/Users/vazea/Desktop/NNW/transcripts_by_company/LINDSAY_CORP_2012Q4.txt,53555510,LNN,LINDSAY CORP,3.75,3.79
/Users/vazea/Desktop/NNW/transcripts_by_company/GRANITE_CONSTRUCTION_INC_2002Q3.txt,38732810,GVA,GRANITE CONSTRUCTION INC,0.57,0.6
/Users/vazea/Desktop/NNW/transcripts_by_company/WORTHINGTON_ENTERPRISES_INC_2007Q4.txt,98181110,WOR,WORTHINGTON ENTERPRISES INC,1.31,1.21
/Users/vazea/Desktop/NNW/transcripts_by_company/AVADEL_PHARMACEUTICALS_PLC_2018Q3.txt,05337M10,AVDL,AVADEL PHARMACEUTICALS PLC,-0.43,-0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/FLEXION_THERAPEUTICS_INC_2014Q4.txt,33938J10,FLXN,FLEXION THERAPEUTICS INC,-1.97,-2.03
/Users/vazea/Desktop/NNW/transcripts_by_company/APRIA_HEALTHCARE_GROUP_INCORPORA_2006Q4.txt,03793310,AHG,APRIA HEALTHCARE GROUP INCORPORA,1.72,1.71
/Users/vazea/Desktop/NNW/transcripts_by_company/JETBLUE_AIRWAYS_CORP_2008Q1.txt,47714310,JBLU,JETBLUE AIRWAYS CORP,-0.04,-0.07
/Users/vazea/Desktop/NNW/transcripts_by_company/T2_BIOSYSTEMS_INC_2022Q1.txt,89853L10,TTOO,T2 BIOSYSTEMS INC,-0.1,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/W_R_GRACE_CO_2014Q3.txt,38388F10,GRA,W R GRACE & CO,1.07,0.97
/Users/vazea/Desktop/NNW/transcripts_by_company/HUB_GROUP_INC_2017Q1.txt,44332010,HUBG,HUB GROUP INC,0.34,0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/WESCO_INTERNATIONAL_INC_2005Q4.txt,95082P10,WCC,WESCO INTERNATIONAL INC,2.43,2.15
/Users/vazea/Desktop/NNW/transcripts_by_company/CAMDEN_NATIONAL_CORP_2019Q1.txt,13303410,CAC,CAMDEN NATIONAL CORP,0.91,0.8
/Users/vazea/Desktop/NNW/transcripts_by_company/DYNATRONICS_CORP_2018Q4.txt,26815740,DYNT,DYNATRONICS CORP,-0.53,-0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/MONRO_INC_2024Q2.txt,61023610,MNRO,MONRO INC,0.41,0.39
/Users/vazea/Desktop/NNW/transcripts_by_company/EXELON_CORP_2012Q4.txt,30161N10,EXC,EXELON CORP,2.85,2.85
/Users/vazea/Desktop/NNW/transcripts_by_company/LANDAUER_INC_2011Q4.txt,51476K10,LDR,LANDAUER INC,2.7,2.61
/Users/vazea/Desktop/NNW/transcripts_by_company/IMMUNIC_INC_2022Q4.txt,4525EP10,IMUX,IMMUNIC INC,-3.78,-2.69
/Users/vazea/Desktop/NNW/transcripts_by_company/EHEALTH_INC_2009Q4.txt,28238P10,EHTH,EHEALTH INC,0.61,0.57
/Users/vazea/Desktop/NNW/transcripts_by_company/FIFTH_THIRD_BANCORP_2007Q1.txt,31677310,FITB,FIFTH THIRD BANCORP,0.65,0.65
/Users/vazea/Desktop/NNW/transcripts_by_company/PLUS_THERAPEUTICS_INC_2018Q2.txt,23283K10,CYTX,PLUS THERAPEUTICS INC,-0.59,-0.55
/Users/vazea/Desktop/NNW/transcripts_by_company/PERRY_ELLIS_INTERNATIONAL_INC_2012Q4.txt,28885310,PERY,PERRY ELLIS INTERNATIONAL INC,1.94,1.94
/Users/vazea/Desktop/NNW/transcripts_by_company/MPLX_LP_2017Q4.txt,55336V10,MPLX,MPLX LP,1.06,1.08
/Users/vazea/Desktop/NNW/transcripts_by_company/TRIUMPH_GROUP_INC_2018Q3.txt,89681810,TGI,TRIUMPH GROUP INC,0.76,0.66
/Users/vazea/Desktop/NNW/transcripts_by_company/CAPITAL_ONE_FINANCIAL_CORP_2006Q3.txt,14040H10,COF,CAPITAL ONE FINANCIAL CORP,1.89,1.83
/Users/vazea/Desktop/NNW/transcripts_by_company/MICREL_INC_2002Q2.txt,59479310,MCRL,MICREL INC,0.0,0.0
/Users/vazea/Desktop/NNW/transcripts_by_company/ABIOMED_INC_2013Q1.txt,00365410,ABMD,ABIOMED INC,0.08,0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/COOPER_COMPANIES_INC_2023Q2.txt,21664840,COO,COOPER COMPANIES INC,3.08,3.04
/Users/vazea/Desktop/NNW/transcripts_by_company/NEUROCRINE_BIOSCIENCES_INC_2014Q4.txt,64125C10,NBIX,NEUROCRINE BIOSCIENCES INC,-0.81,-0.81
/Users/vazea/Desktop/NNW/transcripts_by_company/STERLING_BANCORP_2008Q4.txt,85915810,STL,STERLING BANCORP,0.88,0.89
/Users/vazea/Desktop/NNW/transcripts_by_company/SUNOCO_LP_2021Q1.txt,86765K10,SUN,SUNOCO LP,1.6,0.66
/Users/vazea/Desktop/NNW/transcripts_by_company/KURA_ONCOLOGY_INC_2021Q1.txt,50127T10,KURA,KURA ONCOLOGY INC,-0.46,-0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/TRIPLEPOINT_VENTURE_GROWTH_BDC_C_2023Q1.txt,89677Y10,TPVG,TRIPLEPOINT VENTURE GROWTH BDC C,0.53,0.5
/Users/vazea/Desktop/NNW/transcripts_by_company/STARBUCKS_CORP_2011Q3.txt,85524410,SBUX,STARBUCKS CORP,0.36,0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/AMPHENOL_CORP_2006Q2.txt,03209510,APH,AMPHENOL CORP,0.69,0.68
/Users/vazea/Desktop/NNW/transcripts_by_company/BEACHBODY_COMPANY_INC_2023Q1.txt,07346310,BODY,BEACHBODY COMPANY INC,-0.09,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/DAWSON_GEOPHYSICAL_CO_2016Q2.txt,23936010,DWSN,DAWSON GEOPHYSICAL CO,-0.54,-0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/KEYSIGHT_TECHNOLOGIES_INC_2023Q2.txt,49338L10,KEYS,KEYSIGHT TECHNOLOGIES INC,2.12,1.94
/Users/vazea/Desktop/NNW/transcripts_by_company/MWI_VETERINARY_SUPPLY_INC_2007Q1.txt,55402X10,MWIV,MWI VETERINARY SUPPLY INC,0.39,0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/NATIONAL_OILWELL_VARCO_INC_2006Q4.txt,63707110,NOV,NATIONAL OILWELL VARCO INC,3.9,3.6
/Users/vazea/Desktop/NNW/transcripts_by_company/TUPPERWARE_BRANDS_CORP_2016Q4.txt,89989610,TUP,TUPPERWARE BRANDS CORP,4.39,4.3
/Users/vazea/Desktop/NNW/transcripts_by_company/FARMER_BROS_CO_2014Q4.txt,30767510,FARM,FARMER BROS CO,0.76,0.82
/Users/vazea/Desktop/NNW/transcripts_by_company/CAE_INC_2023Q1.txt,1247651X,CAE,CAE INC,0.06,0.22
/Users/vazea/Desktop/NNW/transcripts_by_company/CITI_TRENDS_INC_2010Q3.txt,17306X10,CTRN,CITI TRENDS INC,0.04,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/TEXAS_INSTRUMENTS_INC_2018Q3.txt,88250810,TXN,TEXAS INSTRUMENTS INC,1.58,1.52
/Users/vazea/Desktop/NNW/transcripts_by_company/VONAGE_HOLDINGS_CORP_2008Q1.txt,92886T20,VG,VONAGE HOLDINGS CORP,-0.06,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/VIVEVE_MEDICAL_INC_2017Q3.txt,92852W20,VIVE,VIVEVE MEDICAL INC,-0.5,-0.43
/Users/vazea/Desktop/NNW/transcripts_by_company/ROHM_HAAS_CO_2002Q4.txt,77537110,ROH,ROHM & HAAS CO,1.53,1.54
/Users/vazea/Desktop/NNW/transcripts_by_company/HALLIBURTON_CO_2023Q1.txt,40621610,HAL,HALLIBURTON CO,0.72,0.67
/Users/vazea/Desktop/NNW/transcripts_by_company/CENTRAL_PACIFIC_FINANCIAL_CORP_2022Q4.txt,15476040,CPF,CENTRAL PACIFIC FINANCIAL CORP,2.68,2.54
/Users/vazea/Desktop/NNW/transcripts_by_company/NCI_INC_2008Q1.txt,62886K10,NCIT,NCI INC,0.27,0.25
/Users/vazea/Desktop/NNW/transcripts_by_company/MANHATTAN_ASSOCIATES_INC_2009Q2.txt,56275010,MANH,MANHATTAN ASSOCIATES INC,0.14,0.11
/Users/vazea/Desktop/NNW/transcripts_by_company/MTR_GAMING_GROUP_INC_2005Q3.txt,55376910,MNTG,MTR GAMING GROUP INC,0.11,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/MANTECH_INTERNATIONAL_CORP_2018Q1.txt,56456310,MANT,MANTECH INTERNATIONAL CORP,0.51,0.48
/Users/vazea/Desktop/NNW/transcripts_by_company/BROOKFIELD_BUSINESS_PARTNERS_LP_2020Q1.txt,G1623410,BBU,BROOKFIELD BUSINESS PARTNERS LP,-0.84,0.59
/Users/vazea/Desktop/NNW/transcripts_by_company/QUALITY_DISTRIBUTION_INC_2004Q2.txt,74756M10,QLTY,QUALITY DISTRIBUTION INC.,0.18,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/SANDY_SPRING_BANCORP_INC_2011Q4.txt,80036310,SASR,SANDY SPRING BANCORP INC,1.41,1.46
/Users/vazea/Desktop/NNW/transcripts_by_company/STILLWATER_MINING_CO_2003Q4.txt,86074Q10,SWC,STILLWATER MINING CO,-0.08,-0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/EPLUS_INC_2016Q3.txt,29426810,PLUS,EPLUS INC,1.4,1.78
/Users/vazea/Desktop/NNW/transcripts_by_company/AUTOLIV_INC_2004Q4.txt,05280010,ALV,AUTOLIV INC,3.4,3.38
/Users/vazea/Desktop/NNW/transcripts_by_company/ONESPAWORLD_HOLDINGS_LTD_2020Q4.txt,P7368411,OSW,ONESPAWORLD HOLDINGS LTD,-0.89,-0.82
/Users/vazea/Desktop/NNW/transcripts_by_company/AMARIN_CORPORATION_PLC_2003Q4.txt,02311110,AMRN,AMARIN CORPORATION PLC,-0.36,-1.1
/Users/vazea/Desktop/NNW/transcripts_by_company/GENESCO_INC_2019Q3.txt,37153210,GCO,GENESCO INC,0.95,0.85
/Users/vazea/Desktop/NNW/transcripts_by_company/NASDAQ_INC_2007Q4.txt,63110310,NDAQ,NASDAQ INC,1.41,1.41
/Users/vazea/Desktop/NNW/transcripts_by_company/OMNIVISION_TECHNOLOGIES_INC_2005Q3.txt,68212810,OVTI,OMNIVISION TECHNOLOGIES INC,0.33,0.27
/Users/vazea/Desktop/NNW/transcripts_by_company/STEREOTAXIS_INC_2008Q3.txt,85916J10,STXS,STEREOTAXIS INC,-0.28,-0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/MENTOR_GRAPHICS_CORP_2005Q4.txt,58720010,MENT,MENTOR GRAPHICS CORP,0.39,0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/TARGA_RESOURCES_PARTNERS_LP_2009Q3.txt,87611X10,NGLS,TARGA RESOURCES PARTNERS LP,0.23,0.32
/Users/vazea/Desktop/NNW/transcripts_by_company/ACADIA_PHARMACEUTICALS_INC_2016Q1.txt,00422510,ACAD,ACADIA PHARMACEUTICALS INC,-0.45,-0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/FORIAN_INC_2023Q3.txt,34630N10,FORA,FORIAN INC,0.13,-0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/BRADY_CORP_2019Q2.txt,10467410,BRC,BRADY CORP,0.55,0.53
/Users/vazea/Desktop/NNW/transcripts_by_company/AGENUS_INC_2022Q2.txt,00847G70,AGEN,AGENUS INC,-0.17,-0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/CAVIUM_INC_2015Q2.txt,14964U10,CAVM,CAVIUM INC,0.41,0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/COMSTOCK_RESOURCES_2006Q2.txt,20576820,CRK,COMSTOCK RESOURCES,0.48,0.45
/Users/vazea/Desktop/NNW/transcripts_by_company/UNIVERSAL_STAINLESS_ALLOY_PROD_2012Q3.txt,91383710,USAP,UNIVERSAL STAINLESS & ALLOY PROD,0.51,0.48
/Users/vazea/Desktop/NNW/transcripts_by_company/CATAPULT_COMMUNICATIONS_CORP_2006Q2.txt,14901610,CATT,CATAPULT COMMUNICATIONS CORP,-0.05,0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/NXSTAGE_MEDICAL_INC_2007Q2.txt,67072V10,NXTM,NXSTAGE MEDICAL INC,-0.43,-0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/SUN_COMMUNITIES_INC_2006Q3.txt,86667410,SUI,SUN COMMUNITIES INC,-0.22,-0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/AVISTA_CORP_2015Q3.txt,05379B10,AVA,AVISTA CORP,0.21,0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/TARGET_CORP_2017Q1.txt,87612E10,TGT,TARGET CORP,1.29,1.2
/Users/vazea/Desktop/NNW/transcripts_by_company/CENTURYLINK_INC_2007Q3.txt,15670010,CTL,CENTURYLINK INC,0.97,0.91
/Users/vazea/Desktop/NNW/transcripts_by_company/GEO_GROUP_INC_2020Q2.txt,36162J10,GEO,GEO GROUP INC,0.35,0.21
/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHWEST_NATURAL_HOLDING_CO_2023Q3.txt,66765N10,NWN,NORTHWEST NATURAL HOLDING CO,-0.65,-0.69
/Users/vazea/Desktop/NNW/transcripts_by_company/BMP_SUNSTONE_CORP_2009Q4.txt,05569C10,BJGP,BMP SUNSTONE CORP,-0.05,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/HASBRO_INC_2003Q2.txt,41805610,HAS,HASBRO INC,0.06,0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/VASCO_DATA_SECURITY_INTL_INC_2018Q1.txt,92230Y10,VDSI,VASCO DATA SECURITY INTL INC,0.04,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/KALEYRA_INC_2021Q1.txt,48337910,KLR,KALEYRA INC,-0.34,-0.15
/Users/vazea/Desktop/NNW/transcripts_by_company/NETGEAR_INC_2007Q2.txt,64111Q10,NTGR,NETGEAR INC,0.38,0.39
/Users/vazea/Desktop/NNW/transcripts_by_company/STANDARD_BIOTOOLS_INC_2016Q3.txt,34385P10,FLDM,STANDARD BIOTOOLS INC,-0.68,-0.69
/Users/vazea/Desktop/NNW/transcripts_by_company/CONMED_CORP_2014Q2.txt,20741010,CNMD,CONMED CORP,0.47,0.47
/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_MARIN_BANCORP_2011Q1.txt,06342510,BMRC,BANK OF MARIN BANCORP,0.84,0.68
/Users/vazea/Desktop/NNW/transcripts_by_company/KORN_FERRY_2006Q1.txt,50064320,KFY,KORN FERRY,0.27,0.27
/Users/vazea/Desktop/NNW/transcripts_by_company/WEIGHT_WATCHERS_INTL_INC_2015Q1.txt,94862610,WTW,WEIGHT WATCHERS INTL INC,-0.09,-0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/INNOVID_CORP_2022Q2.txt,45767910,CTV,INNOVID CORP,0.03,-0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/EL_PASO_ELEC_CO_2011Q3.txt,28367785,EE,EL PASO ELEC CO,1.4,1.3
/Users/vazea/Desktop/NNW/transcripts_by_company/TELEPHONE_DATA_SYS_INC_2010Q4.txt,87943310,TDS,TELEPHONE & DATA SYS INC,1.36,1.41
/Users/vazea/Desktop/NNW/transcripts_by_company/GOODYEAR_TIRE_RUBBER_CO_2006Q4.txt,38255010,GT,GOODYEAR TIRE & RUBBER CO,1.27,0.99
/Users/vazea/Desktop/NNW/transcripts_by_company/EMEREN_GROUP_LTD_2019Q2.txt,75971T30,SOL,EMEREN GROUP LTD,0.13,0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/CREE_INC_2013Q2.txt,22544710,CREE,CREE INC,0.32,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/JMP_GROUP_LLC_2013Q4.txt,46629U10,JMP,JMP GROUP LLC,0.6,0.57
/Users/vazea/Desktop/NNW/transcripts_by_company/FIRST_MERCHANTS_CORP_2020Q2.txt,32081710,FRME,FIRST MERCHANTS CORP,0.62,0.52
/Users/vazea/Desktop/NNW/transcripts_by_company/NEW_ORIENTAL_EDUCATION_TECHNOL_2008Q3.txt,64758110,EDU,NEW ORIENTAL EDUCATION & TECHNOL,0.29,0.24
/Users/vazea/Desktop/NNW/transcripts_by_company/OLD_NATIONAL_BANCORP_2013Q2.txt,68003310,ONB,OLD NATIONAL BANCORP,0.28,0.25
